id,word,url,pronounce,explanation
1480,komplikatif,https://kbbi.kata.web.id/komplikatif/,kom.pli.ka.tif,berkaitan dengan komplikasi; bersifat komplikasi
1481,komprang,https://kbbi.kata.web.id/komprang/,kom.prang,sangat longgar (tentang celana)
1482,komprehensif,https://kbbi.kata.web.id/komprehensif/,kom.pre.hen.sif,(1) bersifat mampu menangkap (menerima) dengan baik; (2) luas dan lengkap (tentang ruang lingkup atau isi); (3) mempunyai dan memperlihatkan wawasan yang luas
1483,kompulsif,https://kbbi.kata.web.id/kompulsif/,kom.pul.sif,(1) bersifat mendorong: (2) bersifat memaksa
1484,komunalistik,https://kbbi.kata.web.id/komunalistik/,ko.mu.na.lis.tik,komunal: seni rakyat yang komunalistik dianggap lebih mudah dipahami daripada seni keraton
1485,komunistis,https://kbbi.kata.web.id/komunistis/,ko.mu.nis.tis,menurut komunisme; bersifat komunisme
1486,konfrontatif,https://kbbi.kata.web.id/konfrontatif/,kon.fron.ta.tif,bersifat konfrontasi
1487,kongenital,https://kbbi.kata.web.id/kongenital/,kon.ge.ni.tal,terdapat (dibawa) sejak lahir (tentang kelainan atau cacat)
1488,konjungtif,https://kbbi.kata.web.id/konjungtif/,kon.jung.tif,berlaku sebagai konjungsi
1489,konkaf,https://kbbi.kata.web.id/konkaf/,kon.kaf,cekung
1490,konklusif,https://kbbi.kata.web.id/konklusif/,kon.klu.sif,berkaitan dengan konklusi (simpulan)
1491,konkomitan,https://kbbi.kata.web.id/konkomitan/,kon.ko.mi.tan,(1) yang bersamaan dengan; (2) seiring dengan; cocok dengan
1492,konkret,https://kbbi.kata.web.id/konkret/,kon.kret,"nyata; benar-benar ada (berwujud, dapat dilihat, diraba, dan sebagainya) : contoh benda konkret adalah meja"
1493,konotatif,https://kbbi.kata.web.id/konotatif/,ko.no.ta.tif,istilah linguistik (tentang kata) mempunyai makna tautan; mengandung konotasi
1494,konsekuen,https://kbbi.kata.web.id/konsekuen/,kon.se.ku.en,"sesuai dengan apa yang telah dikatakan atau diperbuat; berwatak teguh, tidak menyimpang dari apa yang sudah diputuskan"
1495,konsentris,https://kbbi.kata.web.id/konsentris/,kon.sen.tris,mempunyai pusat yang sama
1496,konservatif,https://kbbi.kata.web.id/konservatif/,kon.ser.va.tif,"(1) kolot; (2) bersikap mempertahankan keadaan, kebiasaan, dan tradisi yang berlaku"
1497,konsesif,https://kbbi.kata.web.id/konsesif/,kon.se.sif,istilah linguistik (konjungsi atau klausa) yang menyatakan keadaan atau kondisi yang berlawanan dengan sesuatu yang dinyatakan dalam klausa utama
1498,konsesional,https://kbbi.kata.web.id/konsesional/,kon.se.si.o.nal,berhubungan dengan konsesi: pinjaman luar negeri pemerintah dengan syarat konsesional dalam apbn kita anggap sebagai penerimaan dan bukan sebagai biaya penutup defisit
1499,konspiratif,https://kbbi.kata.web.id/konspiratif/,kon.spi.ra.tif,berkaitan dengan konspirasi
1500,konstipasi,https://kbbi.kata.web.id/konstipasi/,kon.sti.pa.si,sembelit
1501,konstruktif,https://kbbi.kata.web.id/konstruktif/,kon.struk.tif,"(1) bersangkutan dengan konstruksi; (2) kiasan bersifat membina, memperbaiki, membangun, dan sebagainya: kritiknya sangat konstruktif"
1502,konsuler,https://kbbi.kata.web.id/konsuler/,kon.su.ler,berkenaan dengan konsul atau konsulat
1503,kontan,https://kbbi.kata.web.id/kontan/,kon.tan,"(1) tunai (tentang pembayaran): membayar kontan; (2) cakapan (tidak baku) pd ketika itu juga; langsung sekaligus: begitu musuhnya datang, kontan diusirnya"
1504,kontekstual,https://kbbi.kata.web.id/kontekstual/,kon.teks.tu.al,berhubungan dengan konteks
1505,kontemplatif,https://kbbi.kata.web.id/kontemplatif/,kon.tem.pla.tif,bersifat membangkitkan kontemplasi
1506,kontemporer,https://kbbi.kata.web.id/kontemporer/,kon.tem.po.rer,"pada waktu yang sama; semasa; sewaktu; pada masa kini; dewasa ini: di samping tarian klasik disuguhkan juga tarian kontemporer; bulan ini diadakan pameran seni lukis kontemporer di taman ismail marzuki, jakarta"
1507,kontinental,https://kbbi.kata.web.id/kontinental/,kon.ti.nen.tal,bertalian dengan benua
1508,kontinu,https://kbbi.kata.web.id/kontinu/,kon.ti.nu,berkesinambungan; berkelanjutan; terus-menerus: seorang olahragawan harus berlatih secara kontinu
1509,kontradiktif,https://kbbi.kata.web.id/kontradiktif/,kon.tra.dik.tif,bersifat kontradiksi; berlawanan; bertentangan: pernyataannya hari ini kontradiktif dengan yang dikatakannya kemarin
1510,kontras,https://kbbi.kata.web.id/kontras/,kon.tras,"(1) memperlihatkan perbedaan yang nyata apabila diperbandingkan: perbuatannya kontras dengan kata-katanya; (2) memperlihatkan perbedaan nyata (dalam hal warna, rupa, ukuran, dan sebagainya) ; kontras fonemis istilah linguistik perbedaan antara bunyi-bunyi yang cukup untuk memungkinkannya membedakan kata, misalnya /b/ dan /p/ dalam bahasa indonesia memperlihatkan kontras sehingga bahasawan dapat membedakan 'bak' dan 'pak'"
1511,kontroversial,https://kbbi.kata.web.id/kontroversial/,kon.tro.ver.si.al,"bersifat menimbulkan perdebatan: karena pandangannya yang radikal, dia merupakan tokoh yang kontroversial di negerinya"
1512,konveks,https://kbbi.kata.web.id/konveks/,kon.veks,cembung
1513,konvektif,https://kbbi.kata.web.id/konvektif/,kon.vek.tif,"berkaitan dengan konveksi: awan konvektif , awan yang bergerak secara vertikal dalam atmosfer"
1514,konvensional,https://kbbi.kata.web.id/konvensional/,kon.ven.si.o.nal,"(1) berdasarkan konvensi (kesepakatan) umum (seperti adat, kebiasaan, kelaziman); (2) tradisional: lukisan yang konvensional"
1515,konvergen,https://kbbi.kata.web.id/konvergen/,kon.ver.gen,bersifat menuju satu titik pertemuan; bersifat memusat
1516,konyol,https://kbbi.kata.web.id/konyol/,ko.nyol,cakapan (tidak baku) (1) tidak sopan; kurang ajar; (2) agak gila; kurang akal; (3) tidak berguna; sia-sia
1517,kooperatif,https://kbbi.kata.web.id/kooperatif/,ko.o.pe.ra.tif,(1) bersifat kerja sama: rakyat dilarang bersikap kooperatif dengan kaum penjajah; (2) bersedia membantu: pengusutan tentang korupsi berjalan lancar karena terdakwa sangat kooperatif
1518,koordinat,https://kbbi.kata.web.id/koordinat/,ko.or.di.nat,"istilah matematika bilangan yang dipakai untuk menunjukkan lokasi suatu titik dalam garis, permukaan, atau ruang"
1519,koordinatif,https://kbbi.kata.web.id/koordinatif/,ko.or.di.na.tif,bersifat koordinasi
1520,kopet,https://kbbi.kata.web.id/kopet/,ko.pet,"sempit (tentang lubang, jalan, dan sebagainya) "
1521,koplo,https://kbbi.kata.web.id/koplo/,kop.lo,dungu
1522,kopong,https://kbbi.kata.web.id/kopong/,ko.pong,(1) kosong; tidak ada isinya; (2) tidak berisi daging buah (tentang buah-buahan)
1523,kopulatif,https://kbbi.kata.web.id/kopulatif/,ko.pu.la.tif,bersifat (berfungsi) menggabungkan kata atau kalimat yang setara
1524,korek,https://kbbi.kata.web.id/korek/,ko.rek,nomina (kata benda) (1) cungkil; (2) gereknomina (kata benda) alat pemantik api; geretan hati-hati (sesuai dengan segala sesuatu yang benar); teliti: pejabat harus bertindak korek terhadap aspirasi yang datang dari masyarakat
1525,korelatif,https://kbbi.kata.web.id/korelatif/,ko.re.la.tif,bersifat mempunyai hubungan timbal balik
1526,koronal,https://kbbi.kata.web.id/koronal/,ko.ro.nal,dihasilkan dengan daun lidah sebagai artikulator dan langit-langit keras sebagai titik artikulasi
1527,korporat,https://kbbi.kata.web.id/korporat/,kor.po.rat,bersifat atau berkaitan dengan korporasi; berbadan hukum: identitas korporat dapat berupa nonfisik seperti nilai-nilai dan filosofi yang dianut perusahaan
1528,korporatif,https://kbbi.kata.web.id/korporatif/,kor.po.ra.tif,korporat
1529,korup,https://kbbi.kata.web.id/korup/,ko.rup,(1) buruk; rusak; busuk; (2) suka memakai barang (uang) yang dipercayakan kepadanya; dapat disogok (memakai kekuasaannya untuk kepentingan pribadi): aparatur negara harus bersih dan tidak korup
1530,koruptif,https://kbbi.kata.web.id/koruptif/,ko.rup.tif,bersifat korupsi: sifat takut berkorban dan koruptif menyebabkan mereka mudah ditaklukkan musuh
1531,kosmis,https://kbbi.kata.web.id/kosmis/,kos.mis,mengenai kosmos (yaitu semua yang ada); berhubungan dengan jagat raya
1532,kosmologis,https://kbbi.kata.web.id/kosmologis/,kos.mo.lo.gis,bersifat atau berhubungan dengan kosmologi
1533,kosmopolitan,https://kbbi.kata.web.id/kosmopolitan/,kos.mo.po.li.tan,(1) mempunyai wawasan dan pengetahuan yang luas; (2) terjadi dari orang-orang atau unsur-unsur yang berasal dari pelbagai bagian dunia
1534,kosong,https://kbbi.kata.web.id/kosong/,ko.song,"(1) tidak berisi: peti kosong itu rupanya menjadi sarang tikus; (2) tidak berpenghuni: rumah itu sudah lama kosong; (3) hampa; berongga: batang kangkung itu kosong di dalamnya; (4) tidak mengandung arti: dia menerima tangan saya dengan sikap dingin dan pandangan yang kosong; (5) tidak bergairah: sejak suaminya meninggal, hidupnya serasa kosong; (6) tidak ada yang menjabatnya; terluang: sudah tiga bulan jabatan kepala dinas itu kosong dan belum ada yang menggantikannya; (7) tidak ada sesuatu yang berharga (penting): pidato yang berjam-jam itu kosong belaka; (8) tidak ada muatannya: perahu itu kosong; (9) kiasan tidak pandai; tidak cerdas: otaknya kosong; (10) cakapan (tidak baku) nol"
1535,kotok,https://kbbi.kata.web.id/kotok/,ko.tok,rabun senja; buta ayam
1536,kotong,https://kbbi.kata.web.id/kotong/,ko.tong,pendek karena terpotong; kudung; buntung
1537,kotor,https://kbbi.kata.web.id/kotor/,ko.tor,"(1) tidak bersih; kena noda: pakaian-pakaian kotor harus dicuci; (2) banyak sampahnya (barang bekas, barang busuk, dan sebagainya) ; jorok; menjijikkan: parit-parit yang kotor akan mendatangkan penyakit; (3) melanggar kesusilaan; tidak patut; keji: anak yang kurang ajar gemar mengucapkan kata-kata kotor; (4) tidak mengikuti aturan; tidak jujur: mereka dapat menang karena bermain kotor; (5) (berat, isi, gaji, dan sebagainya) sebelum dikurangi wadah (pajak, dan sebagainya) ; bruto: berat kotor 50 kg, berat bersih 48 kg"
1538,koyak,https://kbbi.kata.web.id/koyak/,ko.yak,cabik; robek; sobek
1539,kreatif,https://kbbi.kata.web.id/kreatif/,kre.a.tif,(1) memiliki daya cipta; memiliki kemampuan untuk menciptakan; (2) bersifat (mengandung) daya cipta: pekerjaan yang kreatif menghendaki kecerdasan dan imajinasi
1540,kresendo,https://kbbi.kata.web.id/kresendo/,kre.sen.do,istilah musik pertambahan volume suara musik secara berangsur-angsur; makin keras
1541,kriminologis,https://kbbi.kata.web.id/kriminologis/,kri.mi.no.lo.gis,berkenaan dengan kriminologi
1542,krisis,https://kbbi.kata.web.id/krisis/,kri.sis,"(1) keadaan yang berbahaya (dalam menderita sakit); parah sekali; (2) keadaan yang genting; kemelut; (3) keadaan suram (tentang ekonomi, moral, dan sebagainya) ; (4) istilah sastra saat yang menentukan di dalam cerita atau drama ketika situasi menjadi berbahaya dan keputusan harus diambil; (5) istilah politik konfrontasi yang intensif dan dahsyat yang terjadi dalam waktu singkat dan merupakan ganti peperangan dalam era nuklir"
1543,kritis,https://kbbi.kata.web.id/kritis/,kri.tis,(1) bersifat tidak lekas percaya; (2) bersifat selalu berusaha menemukan kesalahan atau kekeliruan; (3) tajam dalam penganalisisan
1544,kronologis,https://kbbi.kata.web.id/kronologis/,kro.no.lo.gis,berkenaan dengan kronologi; menurut urutan waktu (dalam penyusunan sejumlah kejadian atau peristiwa)
1545,krusial,https://kbbi.kata.web.id/krusial/,kru.si.al,"(1) gawat; genting; (2) menentukan: kepincangan yang tampak, baik pada ketenagakerjaan maupun pendidikan dasar, merupakan aspek yang krusial pada pembangunan sosial sehingga akan mempengaruhi sektor perekonomian; (3) rumit, sulit sekali: percaturan politik di negara itu menjadi krusial karena ulah negara adikuasa; (4) berkenaan dengan kehancuran perusahaan"
1546,kuadrupleks,https://kbbi.kata.web.id/kuadrupleks/,ku.ad.ru.pleks,terdiri atas empat lapis
1547,kualat,https://kbbi.kata.web.id/kualat/,ku.a.lat,(1) mendapat bencana (karena berbuat kurang baik kepada orang tua dan sebagainya) ; kena tulah; (2) cakapan (tidak baku) celaka; terkutuk
1548,kuantitatif,https://kbbi.kata.web.id/kuantitatif/,ku.an.ti.ta.tif,"(1) berdasarkan jumlah atau banyaknya: pembangunan sekolah untuk berbagai tingkat pendidikan, dilihat dari segi kuantitatif dapat dianggap maju, tetapi dilihat dari segi kualitatif belum tentu; (2) berdasarkan bagian dari energi yang tidak dapat dibagi lagi"
1549,kuar,https://kbbi.kata.web.id/kuar/,ku.ar-me.ngu.ar.kan,ku.arverba (kata kerja) me.ngu.ar.kanverba (kata kerja) mengulurkan (tongkat dan sebagainya) untuk meraba-raba: orang buta itu kuar tongkatnya untuk mencari jalannomina (kata benda) burung yang keluar dari persembunyiannya pada malam hari; kuakklasik diperoleh dari hubungan yang tidak sah (tentang anak); haram jadah: anak kuarnomina (kata benda) lingsa yang baru menetas
1550,kuat,https://kbbi.kata.web.id/kuat/,ku.at,"(1) banyak tenaganya (gayanya, dayanya); mampu mengangkat (mengangkut dan sebagainya) banyak: meskipun kurus, lembu itu sangat kuat; (2) tahan (tidak mudah patah, rusak, putus, dan sebagainya) ; awet: meskipun murah, sepatu ini kuat sekali; (3) tidak mudah goyah (terpengaruh); teguh (tentang iman, pendirian, kemauan, dan sebagainya) : kemauannya kuat sekali; imannya kuat; (4) ketat (tentang pertahanan, penjagaan, dan sebagainya) : penjagaan di daerah itu sangat kuat; (5) tahan (menderita sakit dan sebagainya) : beliau merasa tidak kuat lagi menahan sakitnya; (6) kencang (tentang angin): bertiup angin yang kuat dari arah buritan sehingga perahu dapat melaju; (7) berat (tekanannya): sangat kuat tekanannya; (8) keras; nyaring: teriakannya sangat kuat hingga memekakkan telinga; (9) erat (tentang ikatan): kurang kuat ikatannya sehingga mudah terlepas; (10) mampu dan kuasa (berbuat sesuatu): anak-anak muda biasanya kuat makan dan kuat pula bekerja; (11) mempunyai keunggulan (kecakapan dan sebagainya) dalam suatu pengetahuan (kecakapan): ia kuat di bidang bahasa dan kuat pula di bidang fisika"
1551,kubil,https://kbbi.kata.web.id/kubil/,ku.bil,"membengkak, menjadi besar (tentang bagian badan, terutama mata)"
1552,kuboid,https://kbbi.kata.web.id/kuboid/,ku.bo.id,berbentuk tiga dimensi persegi panjang
1553,kucam,https://kbbi.kata.web.id/kucam/,ku.cam,pucat; muram; suram
1554,kucar-kacir,https://kbbi.kata.web.id/kucar-kacir/,ku.car-ka.cir,terserak-serak tidak keruan; kocar-kacir: beras yang diangkutnya kucar-kacir di jalan; porak poranda; berantakan: segala usahanya kucar-kacir; rumah tangganya kucar-kacir semenjak kematian istrinya
1555,kucel,https://kbbi.kata.web.id/kucel/,ku.cel,kumal
1556,kufur,https://kbbi.kata.web.id/kufur/,ku.fur,(1) tidak percaya kepada allah dan rasul-nya; kafir; (2) ingkar; tidak pandai bersyukur
1557,kukuh,https://kbbi.kata.web.id/kukuh/,ku.kuh,"(1) kuat terpancang pada tempatnya; tidak mudah roboh atau rusak: benteng yang kukuh; kuat; (2) teguh (tentang pendirian, hati, dan sebagainya) : dalam diskusi dia selalu kukuh pada pendiriannya"
1558,kultural,https://kbbi.kata.web.id/kultural/,kul.tu.ral,berhubungan dengan kebudayaan: film kita harus mengandung nilai kultural yang tinggi
1559,kulzum,https://kbbi.kata.web.id/kulzum/,kul.zum,", laut kulzum laut merah"
1560,kumal,https://kbbi.kata.web.id/kumal/,ku.mal,(1) renyuk dan kotor (pakaian dan sebagainya) ; berkerut-kerut (seperti kertas direnyuk): sarung bantalnya kumal karena sudah lama dipakai dan tidak pernah dicuci; (2) kotor dan lusuh: rambutnya kumal dan tidak pernah disisir
1561,kumat,https://kbbi.kata.web.id/kumat/,ku.mat,"berasal dari bahasa jawa kembali sakit lagi; bentan; angot; kambuh: penyakitnya kumat lagi, sesudah beberapa lama sembuh"
1562,kumuh,https://kbbi.kata.web.id/kumuh/,ku.muh,"cemar (tentang wilayah, kampung, dan sebagainya) ; kotor: ia terpaksa tinggal di daerah kumuh"
1563,kumulatif,https://kbbi.kata.web.id/kumulatif/,ku.mu.la.tif,bersangkutan dengan kumulasi; bersifat menambah; terjadi dari bagian yang makin bertambah; bertumpuk-tumpuk: angka kumulatif; data kumulatif
1564,kunjung,https://kbbi.kata.web.id/kunjung/,kun.jung-ber.kun.jung,lekas; pernah: dian yang tidak kunjung padam
1565,kunyam,https://kbbi.kata.web.id/kunyam/,ku.nyam,kempis (tentang pipi karena tidak bergigi); kempot
1566,kupak,https://kbbi.kata.web.id/kupak/,ku.pak,berasal dari bahasa minangkabau patah; rusak; bejat: lemari itu tidak dapat dibuka karena kuncinya kupak
1567,kuratif,https://kbbi.kata.web.id/kuratif/,ku.ra.tif,(dapat) menolong menyembuhkan (penyakit dan sebagainya) ; mempunyai daya untuk mengobati: daya kuratif dari sinar matahari dan air laut telah lama dikenal orang
1568,kursif,https://kbbi.kata.web.id/kursif/,kur.sif,"miring (tentang tulisan, cetakan)"
1569,kurusan,https://kbbi.kata.web.id/kurusan/,ku.rus.an,cakapan (tidak baku) agak lebih kurus daripada sebelumnya
1570,kutat-kutet,https://kbbi.kata.web.id/kutat-kutet/,ku.tat-ku.tet,dalam keadaan sibuk (memikirkan atau mempertimbangkan berbagai hal): keluarga petani itu sedang kutat-kutet memikirkan sawahnya yang diserang hama wereng
1571,kuti,https://kbbi.kata.web.id/kuti/,"ku.ti-me.ngu.ti, ku.ti-ku.ti",ku.tiarkais (tidak lazim) verba (kata kerja) me.ngu.tiverba (kata kerja) mencabik (mengoyak) kecil-kecilarkais (tidak lazim) ku.ti-ku.tiverba (kata kerja) selalu mencela (menegur) kesalahan yang kecil-kecil
1572,kuwur,https://kbbi.kata.web.id/kuwur/,ku.wur,berasal dari bahasa jawa bingung; kacau pikiran
1573,kuyu,https://kbbi.kata.web.id/kuyu/,ku.yu,penakut
1574,labas,https://kbbi.kata.web.id/labas/,la.bas,arkais (tidak lazim) habis sama sekali; tidak bersisa
1575,labil,https://kbbi.kata.web.id/labil/,la.bil,"(1) goyah; tidak mantap; tidak kokoh (tentang bangunan, pendirian, dan sebagainya) ; (2) goyang; tidak tenang (tentang kendaraan, kapal, pesawat terbang, dan sebagainya) ; (3) tidak tetap; mudah berubah-ubah; naik turun (tentang harga barang, nilai uang, dan sebagainya) ; (4) tidak stabil; cenderung berubah; (5) istilah fisika tidak seimbang dan mudah berubah"
1576,labiovelar,https://kbbi.kata.web.id/labiovelar/,la.bi.o.ve.lar,"istilah linguistik berkaitan dengan bunyi ujar yang terjadi karena penyempitan jarak antara bibir atas dan bibir bawah dan antara belakang lidah dan langit-langit lembut, misalnya bunyi [w]"
1577,labut,https://kbbi.kata.web.id/labut/,la.but,patut; sesuai: agaknya kurang labut lah perbuatan itu
1578,lahap,https://kbbi.kata.web.id/lahap/,la.hap,(1) suka makan banyak dengan tidak memilih-milih makanan; rakus; (2) bernafsu sekali ketika makan
1579,laif,https://kbbi.kata.web.id/laif/,la.if,lemah; daif
1580,laik,https://kbbi.kata.web.id/laik/,la.ik,memenuhi persyaratan yang ditentukan atau yang harus ada; patut; pantas; layak
1581,lain,https://kbbi.kata.web.id/lain/,la.in-Rp5.000,"(1) asing, beda, tidak sama (halnya, rupanya, dan sebagainya) : ia tidak mau mengindahkan pendapat orang lain; (2) kecuali; tidak termasuk (dalam hitungan, golongan, dan sebagainya) : harga rp5.000,00, lain ongkos kirim; (3) berselisih; berbeda: mangga golek lain rasanya dengan mangga gadung"
1582,lajat,https://kbbi.kata.web.id/lajat/,la.jat,sangat; payah (tentang sakit)
1583,lakar,https://kbbi.kata.web.id/lakar/,la.kar,istilah pelayaran belum selesai dibuat atau baru dipasang papannya (tentang perahu)
1584,lakonik,https://kbbi.kata.web.id/lakonik/,la.ko.nik,singkat (ringkas) dan jelas
1585,laku,https://kbbi.kata.web.id/laku/,la.ku,"boleh dipakai (tentang uang, karcis, dan sebagainya) ; sah: uang kertas ini sudah tidak laku"
1586,lakustrin,https://kbbi.kata.web.id/lakustrin/,la.kus.trin,istilah geografi dan geologi berkenaan dengan danau atau tumbuh (terbentuk) dalam danau
1587,lali,https://kbbi.kata.web.id/lali/,la.li,tidak berasa apa-apa (pd kulit dan sebagainya) ; hilang perasaan
1588,lamat-lamat,https://kbbi.kata.web.id/lamat-lamat/,la.mat-la.mat,(1) tidak nyata kelihatan: kafilah itu sudah lamat-lamat kelihatan; (2) sayup-sayup: dari jauh terdengar lamat-lamat suara anjing melolong
1589,lambat,https://kbbi.kata.web.id/lambat/,lam.bat,"(1) perlahan-lahan (geraknya, jalannya, dan sebagainya) ; tidak cepat: orang buta lambat jalannya; (2) memerlukan waktu banyak: ia bekerja sangat lambat; biar lambat asal selamat; (3) tidak tepat pada waktunya; ketinggalan: arlojiku lambat lima menit; ia biasa pulang lambat"
1590,lambat-lambat,https://kbbi.kata.web.id/lambat-lambat/,lam.bat-lam.bat,dengan lambat sekali: nenek makan lambat-lambat
1591,lampai,https://kbbi.kata.web.id/lampai/,lam.pai,(1) tinggi dan ramping (tentang tubuh dan sebagainya) ; (2) mudah dilenturkan (tidak kaku)
1592,lampias,https://kbbi.kata.web.id/lampias/,lam.pi.as,"(1) lancar dan deras mengalir (keluar, memancar, dan sebagainya) ; (2) gancang; lancar (tidak tertahan-tahan)"
1593,lancip,https://kbbi.kata.web.id/lancip/,lan.cip,(1) makin ke ujung makin kecil; meruncing; (2) tajam
1594,lancung,https://kbbi.kata.web.id/lancung/,lan.cung,(1) tidak tulen; palsu; tiruan: uang lancung; (2) tidak jujur; curang: perbuatan yang lancunglihat lancong
1595,landur,https://kbbi.kata.web.id/landur/,lan.dur,"terjurai panjang (tentang lengan baju, tali, dan sebagainya) ; landung berasa lemah pada lutut (karena terlalu lama berdiri dan sebagainya) "
1596,langgeng,https://kbbi.kata.web.id/langgeng/,lang.geng,kekal; abadi; tidak ada habisnya: tidak ada sesuatu pun yang langgeng di dunia ini
1597,langis,https://kbbi.kata.web.id/langis/,la.ngis,arkais (tidak lazim) habis binasa (punah) seluruhnya; tumpas
1598,langka,https://kbbi.kata.web.id/langka/,lang.ka,jarang didapat; jarang ditemukan; jarang terjadi: dilarang keras membunuh binatang yang sudah langka
1599,langkai,https://kbbi.kata.web.id/langkai/,lang.kai,berasal dari bahasa minangkabau lampai; ramping
1600,langking,https://kbbi.kata.web.id/langking/,lang.king,hitam
1601,langsir,https://kbbi.kata.web.id/langsir/,lang.sir-me.lang.sir,kurus
1602,langu,https://kbbi.kata.web.id/langu/,la.ngu,"bau atau rasa yang tidak sedap (tentang bau atau rasa tembakau yang tidak kering, rasa ketela mentah)"
1603,lanjang,https://kbbi.kata.web.id/lanjang/,lan.jang,kecil dan panjanglihat telanjang
1604,lanjung,https://kbbi.kata.web.id/lanjung/,lan.jung,"(1) kecil tinggi (tentang batang tebu, pohon pinang, dan sebagainya) ; kecil panjang; (2) tinggi"
1605,lanjur,https://kbbi.kata.web.id/lanjur/,lan.jur,(1) terdorong (ke depan); (2) lanjut
1606,lanjut,https://kbbi.kata.web.id/lanjut/,lan.jut,"(1) tua; berumur: usianya sudah lanjut , anak cucunya sudah banyak; (2) panjang (perundingan, pembicaraan, dan sebagainya) : saya jemu mengikuti pembicaraan yang lanjut seperti itu; (3) tidak tanggung; terus: dia berusaha agar sekolah anaknya lanjut; (4) lama; usang: bangunan itu sudah lanjut; (5) tinggi; dalam: ilmunya sudah lanjut"
1607,lantam,https://kbbi.kata.web.id/lantam/,lan.tam,angkuh; sombong
1608,lantang,https://kbbi.kata.web.id/lantang/,lan.tang,(1) jelas dan nyaring kedengaran: komandan memberi aba-aba dengan lantang; (2) jelas dan bebas kelihatan (tidak ada yang menghalangi): taman itu membuat pemandangan yang lantang ke laut
1609,lantik,https://kbbi.kata.web.id/lantik/,lan.tik-me.lan.tik,(1) bengkok; (2) lentik
1610,lanyah,https://kbbi.kata.web.id/lanyah/,la.nyah,berasal dari bahasa minangkabau becek; (ber)lumpur
1611,lapar,https://kbbi.kata.web.id/lapar/,la.par,berasa ingin makan (karena perut kosong): gerak-geraknya seperti harimau lapar
1612,lapat-lapat,https://kbbi.kata.web.id/lapat-lapat/,la.pat-la.pat,dialek melayu jakarta tidak nyata kedengaran (kelihatan); lamat-lamat; sayup-sayup
1613,lapir,https://kbbi.kata.web.id/lapir/,la.pir,arkais (tidak lazim) berjalin rapat-rapat
1614,larak,https://kbbi.kata.web.id/larak/,la.rak,arkais (tidak lazim) rapat dan padat isinya (tentang durian)lihat lerak
1615,laris,https://kbbi.kata.web.id/laris/,la.ris,cepat laku (tentang barang jualan); amat laku
1616,lasak,https://kbbi.kata.web.id/lasak/,la.sak,(1) selalu ingin bergerak; tidak dapat tenang (diam); (2) selalu ingin mengerjakan sesuatu: jangan lasak duduklah baik-baik
1617,laten,https://kbbi.kata.web.id/laten/,la.ten,tersembunyi; terpendam; tidak kelihatan (tetapi mempunyai potensi untuk muncul): kita harus waspada terhadap bahaya laten komunis
1618,latif,https://kbbi.kata.web.id/latif/,la.tif,(1) halus; lembut; cantik; (2) sedap
1619,latur,https://kbbi.kata.web.id/latur/,la.tur,"bengkak berair, seperti kulit yang terbakar api; lecur; lepuh"
1620,lawa,https://kbbi.kata.web.id/lawa/,la.wa,"menarik hati, indah: bentuk mukanya lebih lawa daripada kawannya"
1621,layuh,https://kbbi.kata.web.id/layuh/,la.yuh,"(1) lumpuh; tepok (tentang tubuh, kaki, dan sebagainya) ; (2) sangat lemah; tidak bersinar (tentang mata): mata si sakit sudah layuh dan tenaganya sudah hampir habis"
1622,lazim,https://kbbi.kata.web.id/lazim/,la.zim,"sudah biasa; sudah menjadi kebiasaan; sudah umum (terdapat, terjadi, dilakukan, dan sebagainya) : sekarang sudah lazim wanita berambut pendek"
1623,lebang,https://kbbi.kata.web.id/lebang/,le.bang,lebang pinggang berasa pegal pada pinggang (tentang orang mengandung yang hampir melahirkan)
1624,lebat,https://kbbi.kata.web.id/lebat/,le.bat,"(1) berbuah banyak (tentang pohon): pohon mangga itu lebat buahnya; (2) tebal dan rapat sekali (tentang rambut, daun, hutan, dan sebagainya) : rambutnya hitam dan lebat; pohon itu lebat daunnya; (3) deras dan banyak (tentang hujan, embun, dan sebagainya) : semalam hujan sangat lebat seperti dicurahkan dari langit"
1625,lebih,https://kbbi.kata.web.id/lebih/,"le.bih-Rp10.000, Rp5.000-Rp2.000","(1) lewat dari semestinya (tentang ukuran, banyaknya, besarnya, dan sebagainya) : sudah kuberi rp10.000,00 lebih dari uang sekolahnya; ia merasa lebih dari kawan-kawannya; panjangnya lebih dari 3 cm; (2) (ber)sisa; ada sisanya: kalau kaubayar rp5.000,00, lebih nya tinggal rp2.000,00; (3) (dalam perbandingan menyatakan) sangat (dp): di sini saya lebih senang (dp di sana); lebih baik membaca daripada mengobrol; (4) kira-kira sekian bertambah sedikit: ia pernah ditahan polisi seminggu lebih; sudah kuberi seribu rupiah lebih; (5) bertambah; semakin: kesehatannya sudah lebih baik; harganya menjadi lebih mahal"
1626,lebuk,https://kbbi.kata.web.id/lebuk/,le.buk,nomina (kata benda) tiruan bunyi batu jatuh di tanah; debuk gembur
1627,lecap,https://kbbi.kata.web.id/lecap/,le.cap,basah kuyup
1628,lecat,https://kbbi.kata.web.id/lecat/,le.cat,licin sekali
1629,lecet,https://kbbi.kata.web.id/lecet/,le.cet,"(1) basah (berair); (2) (luka) terkelupas kulitnya; hilang lapisannya (tentang cat, barang saduran, dan sebagainya) ; (3) melepuh; luka berair"
